medicalStore,625ac99ffc13ae0e1800013d,625ac99ffc13ae0e18000145,10,1641872446,1642027246,true,true,P3
medicalStore,625ac99ffc13ae0e18000144,625ac99ffc13ae0e18000145,30,1639324977,1639458177,true,false,P4
medicalStore,625ac99ffc13ae0e18000152,625ac99ffc13ae0e18000130,26,1620491921,1620657521,false,false,P3
medicalStore,625ac99ffc13ae0e18000133,625ac99ffc13ae0e1800013b,30,1646897516,1647059516,false,false,P2
medicalStore,625ac99ffc13ae0e1800015c,625ac99ffc13ae0e18000150,29,1627097398,1627198198,true,false,P4
medicalStore,625ac99ffc13ae0e1800015d,625ac99ffc13ae0e18000130,11,1625754355,1625887555,false,false,P3
medicalStore,625ac99ffc13ae0e18000158,625ac99ffc13ae0e18000130,26,1632958279,1633059079,true,true,P4
medicalStore,625ac99ffc13ae0e1800015d,625ac99ffc13ae0e1800013b,21,1636419523,1636531123,true,true,P4
medicalStore,625ac99ffc13ae0e18000144,625ac99ffc13ae0e18000145,15,1628044301,1628170301,false,true,P4
medicalStore,625ac99ffc13ae0e18000133,625ac99ffc13ae0e18000150,29,1641869329,1642034929,true,false,P3
medicalStore,625ac99ffc13ae0e1800013d,625ac99ffc13ae0e18000130,10,1626247218,1626355218,true,false,P2
medicalStore,625ac99ffc13ae0e18000133,625ac99ffc13ae0e18000140,12,1634854583,1634951783,true,true,P4
medicalStore,625ac99ffc13ae0e18000137,625ac99ffc13ae0e18000139,21,1642554695,1642687895,false,false,P2
medicalStore,625ac99ffc13ae0e18000144,625ac99ffc13ae0e18000145,18,1644908461,1645041661,true,false,P3
medicalStore,625ac99ffc13ae0e1800013d,625ac99ffc13ae0e18000145,28,1634710803,1634811603,false,false,P3
medicalStore,625ac99ffc13ae0e1800015d,625ac99ffc13ae0e18000140,17,1628564896,1628694496,false,true,P3
medicalStore,625ac99ffc13ae0e1800015d,625ac99ffc13ae0e18000150,12,1639356404,1639453604,false,false,P2
medicalStore,625ac99ffc13ae0e1800015d,625ac99ffc13ae0e18000139,20,1643845379,1643942579,false,false,P3
medicalStore,625ac99ffc13ae0e18000137,625ac99ffc13ae0e18000140,10,1630195024,1630339024,true,true,P3
medicalStore,625ac99ffc13ae0e18000151,625ac99ffc13ae0e1800013b,28,1644188148,1644292548,false,true,P4
medicalStore,625ac99ffc13ae0e18000152,625ac99ffc13ae0e18000139,11,1635045201,1635153201,false,true,P2
medicalStore,625ac99ffc13ae0e1800015d,625ac99ffc13ae0e1800013b,28,1636419523,1636527523,false,true,P4
medicalStore,625ac99ffc13ae0e1800015d,625ac99ffc13ae0e18000139,26,1635608266,1635777466,false,false,P3
medicalStore,625ac99ffc13ae0e1800013d,625ac99ffc13ae0e18000145,25,1648657115,1648783115,false,false,P2
medicalStore,625ac99ffc13ae0e18000152,625ac99ffc13ae0e18000150,22,1630278517,1630422517,false,false,P4
medicalStore,625ac99ffc13ae0e18000158,625ac99ffc13ae0e18000145,14,1648347385,1648498585,true,false,P3
medicalStore,625ac99ffc13ae0e18000151,625ac99ffc13ae0e1800013b,10,1632964322,1633061522,false,false,P4
medicalStore,625ac99ffc13ae0e18000152,625ac99ffc13ae0e18000145,28,1636910739,1637043939,false,false,P3
medicalStore,625ac99ffc13ae0e1800013d,625ac99ffc13ae0e18000145,15,1628178516,1628286516,false,false,P3
medicalStore,625ac99ffc13ae0e18000133,625ac99ffc13ae0e18000140,18,1646879516,1647048716,false,true,P4
medicalStore,625ac99ffc13ae0e18000144,625ac99ffc13ae0e18000150,13,1639506327,1639653927,true,false,P4
medicalStore,625ac99ffc13ae0e18000142,625ac99ffc13ae0e18000140,14,1642741341,1642903341,true,true,P3
medicalStore,625ac99ffc13ae0e1800013d,625ac99ffc13ae0e1800013b,13,1627103853,1627201053,false,true,P4
medicalStore,625ac99ffc13ae0e18000137,625ac99ffc13ae0e18000139,14,1630612337,1630777937,true,false,P4
medicalStore,625ac99ffc13ae0e18000158,625ac99ffc13ae0e18000130,19,1641833329,1641952129,true,false,P4
medicalStore,625ac99ffc13ae0e18000133,625ac99ffc13ae0e18000140,22,1641493423,1641666223,true,false,P3
medicalStore,625ac99ffc13ae0e18000151,625ac99ffc13ae0e18000139,23,1643359397,1643492597,true,false,P3
medicalStore,625ac99ffc13ae0e18000142,625ac99ffc13ae0e18000130,23,1630407867,1630569867,true,false,P4
medicalStore,625ac99ffc13ae0e1800013d,625ac99ffc13ae0e18000150,13,1649334557,1649464157,true,true,P2
medicalStore,625ac99ffc13ae0e18000137,625ac99ffc13ae0e1800013b,28,1628250516,1628340516,true,false,P4
medicalStore,625ac99ffc13ae0e18000133,625ac99ffc13ae0e18000139,26,1636469003,1636602203,true,true,P2
medicalStore,625ac99ffc13ae0e18000151,625ac99ffc13ae0e18000130,21,1623065552,1623227552,true,true,P2
medicalStore,625ac99ffc13ae0e18000144,625ac99ffc13ae0e18000139,23,1623367454,1623471854,true,true,P3
medicalStore,625ac99ffc13ae0e18000144,625ac99ffc13ae0e18000130,23,1639978377,1640068377,true,true,P2
medicalStore,625ac99ffc13ae0e18000142,625ac99ffc13ae0e18000145,22,1641686655,1641776655,false,false,P2
medicalStore,625ac99ffc13ae0e18000151,625ac99ffc13ae0e18000150,18,1644648071,1644781271,false,false,P2
medicalStore,625ac99ffc13ae0e1800015c,625ac99ffc13ae0e18000139,28,1636380001,1636466401,true,false,P4
medicalStore,625ac99ffc13ae0e18000158,625ac99ffc13ae0e18000139,26,1649768517,1649916117,false,true,P4
